case_id,open_date,close_date,target_close_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,longitude,latitude
BCS-00065327,2025-08-01 06:35:06.539+00,2025-08-01 08:00:09+00,2025-08-04 06:35:06.539+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"70 Ceylon St, Dorchester, MA 02121",70,Ceylon St,02121,Dorchester,3,4,7,B2,14,01,-71.072802,42.310332
BCS-00065331,2025-08-01 07:22:49.594+00,2025-08-01 08:30:08+00,2025-08-04 07:22:49.594+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"157 W Broadway, South Boston, MA 02127",157,W Broadway,02127,South Boston,5,2,6,C6,06,02,-71.053605,42.340329
BCS-00065692,2025-08-01 15:05:35.458+00,,2025-08-04 15:05:35.458+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"540 Gallivan Blvd, Dorchester, MA 02122",540,Gallivan Blvd,02122,Dorchester,7A,3,8,C11,16,09,-71.0547165,42.28299
BCS-00065743,2025-08-01 15:56:03.915+00,,2025-08-04 15:56:03.915+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"63 Sedgwick St, Jamaica Plain, MA 02130",63,Sedgwick St,02130,Jamaica Plain,2,6,9,E13,19,06,-71.113086,42.308514
BCS-00065757,2025-08-01 16:24:35.596+00,,2025-08-04 16:24:35.596+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"24 Algonquin St, Dorchester, MA 02124",24,Algonquin St,02124,Dorchester,3,4,8,B3,17,01,-71.074179,42.297552
BCS-00065790,2025-08-01 17:40:02.71+00,,2025-08-04 17:40:02.71+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"101 Rossmore Rd 3, Jamaica Plain, MA 02130",101,Rossmore Rd,02130,Jamaica Plain,2,6,9,E13,11,08,-71.10514,42.3031
BCS-00065803,2025-08-01 18:03:51.134+00,,2025-08-04 18:03:51.134+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"Freeport St & Kimball St, Dorchester, MA 02122",,,02122,Dorchester,3,3,7,C11,15,06,-71.056917,42.305121
BCS-00065814,2025-08-01 18:47:08.568+00,2025-08-07 12:15:01+00,2025-08-04 18:47:08.568+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"42 Alexander St, Dorchester, MA 02125",42,Alexander St,02125,Dorchester,3,7,7,B2,13,04,-71.069445,42.317586
BCS-00065816,2025-08-01 18:48:23.003+00,2025-08-07 13:15:01+00,2025-08-04 18:48:23.003+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"960 Dorchester Ave, Dorchester, MA 02125",960,Dorchester Ave,02125,Dorchester,3,3,7,C11,13,07,-71.056224,42.317748
BCS-00065822,2025-08-01 19:00:48.498+00,,2025-08-04 19:00:48.498+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"599 Old Colony Ave, Dorchester, MA 02125",599,Old Colony Ave,02125,Dorchester,3,3,7,C11,13,07,-71.0523855,42.320619
BCS-00065840,2025-08-01 20:33:21.702+00,2025-08-06 06:45:01+00,2025-08-04 20:33:21.702+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"237 Lagrange St, West Roxbury, MA 02132",237,Lagrange St,02132,West Roxbury,6B,6,10,E5,20,14,-71.15292,42.277248
BCS-00065843,2025-08-01 20:59:49.697+00,,2025-08-04 20:59:49.697+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,OVERDUE,Call,"1 Seaport Ln, South Boston Waterfront, MA 02210",1,Seaport Ln,02210,South Boston Waterfront,5,2,6,C6,06,12,-71.0412345,42.34941
BCS-00065848,2025-08-01 21:19:24.465+00,2025-08-02 17:00:01+00,2025-08-04 21:19:24.465+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,ONTIME,Call,"36 Border St, East Boston, MA 02128",36,Border St,02128,East Boston,9,1,1,A7,01,03,-71.0430615,42.371406
BCS-00065849,2025-08-01 21:32:46.073+00,2025-08-02 17:00:03+00,2025-08-04 21:32:46.073+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"38 W Walnut Park, Jamaica Plain, MA 02119",38,W Walnut Park,02119,Jamaica Plain,10B,6,9,E13,11,04,-71.0991495,42.317262
BCS-00065851,2025-08-01 21:39:42.813+00,2025-08-02 17:00:05+00,2025-08-04 21:39:42.813+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"38 Walnut Park 10, Roxbury, MA 02119",38,Walnut Park,02119,Roxbury,10B,7,9,E13,11,03,-71.09603,42.31566
BCS-00065858,2025-08-01 22:17:57.094+00,2025-08-02 17:00:07+00,2025-08-04 22:17:57.094+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"156 Tomahawk Dr, East Boston, MA 02128",156,Tomahawk Dr,02128,East Boston,9,1,1,A7,01,02,-71.0312175,42.368778
BCS-00065866,2025-08-02 03:19:31.56+00,2025-08-02 17:00:09+00,2025-08-05 03:19:31.56+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"139 Moreland St, Roxbury, MA 02119",139,Moreland St,02119,Roxbury,3,7,7,B2,08,05,-71.0750385,42.322059
BCS-00065871,2025-08-02 06:28:41.428+00,2025-08-02 06:40:34+00,2025-08-05 06:28:41.428+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,Duplicate to existing case. (bcs-00065866 ),ONTIME,Call,"139 Moreland St, Roxbury, MA 02119",139,Moreland St,02119,Roxbury,3,7,7,B2,08,05,-71.0750385,42.322059
BCS-00065880,2025-08-02 08:21:01.816+00,2025-08-02 17:00:11+00,2025-08-05 08:21:01.816+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"350 S Huntington Ave, Jamaica Plain, MA 02130",350,S Huntington Ave,02130,Jamaica Plain,2,6,9,E13,10,09,-71.111043,42.32277
BCS-00065902,2025-08-02 09:55:21.974+00,2025-08-02 17:00:13+00,2025-08-05 09:55:21.974+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"10 Rena St, Allston, MA 02134",10,Rena St,02134,Allston,4,9,11,D14,22,01,-71.1284625,42.361236
BCS-00065910,2025-08-02 10:19:25.506+00,2025-08-02 17:00:15+00,2025-08-05 10:19:25.506+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"111 Windham Rd, Hyde Park, MA 02136",111,Windham Rd,02136,Hyde Park,8A,5,12,E18,18,22,-71.125119,42.268698
BCS-00065912,2025-08-02 10:28:51.938+00,2025-08-02 17:00:17+00,2025-08-05 10:28:51.938+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,ONTIME,Call,"9 Conway St, Roslindale, MA 02131",9,Conway St,02131,Roslindale,6B,5,10,E5,20,04,-71.12997,42.288111
BCS-00065929,2025-08-02 11:04:04.746+00,2025-08-02 17:00:19+00,2025-08-05 11:04:04.746+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"54 Orleans St, East Boston, MA 02128",54,Orleans St,02128,East Boston,9,1,1,A7,01,03,-71.0377605,42.368742
BCS-00065974,2025-08-02 13:07:15.909+00,2025-08-02 17:00:21+00,2025-08-05 13:07:15.909+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"695 Atlantic Ave, Leather District, MA 02111",695,Atlantic Ave,02111,Leather District,1C,2,4,A1,03,14,-71.0563995,42.351597
BCS-00065975,2025-08-02 13:16:20.551+00,2025-08-02 17:00:23+00,2025-08-05 13:16:20.551+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"Beacon St & Charles St, Beacon Hill, MA 02108",,,02108,Beacon Hill,1B,8,3,A1,05,05,-71.069436,42.356223
BCS-00065976,2025-08-02 13:19:52.011+00,2025-08-02 17:00:27+00,2025-08-05 13:19:52.011+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"24 Landing St, East Boston, MA 02128",24,Landing St,02128,East Boston,9,1,1,A7,01,03,-71.041941,42.371082
BCS-00065980,2025-08-02 13:35:57.235+00,2025-08-06 13:45:01+00,2025-08-05 13:35:57.235+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"69 Paris St, East Boston, MA 02128",69,Paris St,02128,East Boston,9,1,1,A7,01,04,-71.038809,42.371028
BCS-00065991,2025-08-02 14:09:01.245+00,2025-08-06 14:15:02+00,2025-08-05 14:09:01.245+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"145 Dartmouth St, Back Bay, MA 02116",145,Dartmouth St,02116,Back Bay,1C,2,4,D4,04,03,-71.0754525,42.347286
BCS-00066003,2025-08-02 14:39:42.702+00,2025-08-02 17:45:04+00,2025-08-05 14:39:42.702+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"40 Gibson St, Dorchester, MA 02122",40,Gibson St,02122,Dorchester,7A,3,7,C11,16,01,-71.0592615,42.297975
BCS-00066032,2025-08-02 16:36:56.712+00,2025-08-03 18:15:04+00,2025-08-05 16:36:56.712+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"24 Magnolia St, Dorchester, MA 02125",24,Magnolia St,02125,Dorchester,3,7,7,B2,13,02,-71.069922,42.31809
BCS-00066058,2025-08-02 18:27:10.499+00,2025-08-06 14:00:02+00,2025-08-05 18:27:10.499+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"37 Abbotsford St, Roxbury, MA 02121",37,Abbotsford St,02121,Roxbury,10B,7,9,B2,12,08,-71.09127,42.314049
BCS-00066071,2025-08-02 19:18:46.227+00,2025-08-06 11:30:01+00,2025-08-05 19:18:46.227+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"125 Arborway, Jamaica Plain, MA 02130",125,Arborway,02130,Jamaica Plain,2,6,9,E13,19,09,-71.120907,42.307452
BCS-00066101,2025-08-02 21:59:52.161+00,2025-08-03 08:45:05+00,2025-08-05 21:59:52.161+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"49 Fuller St, Dorchester, MA 02124",49,Fuller St,02124,Dorchester,7A,4,8,C11,17,11,-71.0675415,42.283359
BCS-00066127,2025-08-03 06:53:32.5+00,2025-08-03 09:00:05+00,2025-08-06 06:53:32.5+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"42 Whitten St, Dorchester, MA 02122",42,Whitten St,02122,Dorchester,7A,3,8,C11,16,04,-71.0594415,42.293538
BCS-00066128,2025-08-03 07:00:26.306+00,2025-08-03 14:45:06+00,2025-08-06 07:00:26.306+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"54 Fuller St, Dorchester, MA 02124",54,Fuller St,02124,Dorchester,7A,4,8,C11,17,04,-71.0677125,42.282963
BCS-00066130,2025-08-03 07:41:10.468+00,2025-08-03 09:00:07+00,2025-08-06 07:41:10.468+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"930 Blue Hill Ave, Dorchester, MA 02124",930,Blue Hill Ave,02124,Dorchester,7B,4,8,B3,14,10,-71.0841285,42.291513
BCS-00066135,2025-08-03 08:08:12.9+00,2025-08-03 10:45:03+00,2025-08-06 08:08:12.9+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"949 Commonwealth Ave, Allston, MA 02215",949,Commonwealth Ave,02215,Allston,4,8,11,D14,21,02,-71.118711,42.351894
BCS-00066155,2025-08-03 09:51:40.931+00,2025-08-03 16:30:06+00,2025-08-06 09:51:40.931+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"401 Harrison Ave, South End, MA 02118",401,Harrison Ave,02118,South End,1C,3,4,D4,03,16,-71.06494473,42.34330843
BCS-00066159,2025-08-03 10:05:15.528+00,2025-08-03 16:30:07+00,2025-08-06 10:05:15.528+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"11 Woodman St, Jamaica Plain, MA 02130",11,Woodman St,02130,Jamaica Plain,2,6,9,E13,11,09,-71.117271,42.306858
BCS-00066157,2025-08-03 10:05:15.809+00,2025-08-04 15:30:03+00,2025-08-06 10:05:15.809+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"104 Princeton St 3, East Boston, MA 02128",104,Princeton St,02128,East Boston,9,1,1,A7,01,07,-71.03589,42.37772
BCS-00066166,2025-08-03 10:26:15.964+00,2025-08-03 11:45:07+00,2025-08-06 10:26:15.964+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"100 Pearl St, Charlestown, MA 02129",100,Pearl St,02129,Charlestown,1A,1,3,A15,02,05,-71.0626005,42.381
BCS-00066175,2025-08-03 11:15:00.435+00,2025-08-03 16:30:09+00,2025-08-06 11:15:00.435+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"837 River St, Hyde Park, MA 02136",837,River St,02136,Hyde Park,8B,5,12,E18,18,06,-71.107821,42.263208
BCS-00066184,2025-08-03 11:38:55.244+00,2025-08-03 12:45:07+00,2025-08-06 11:38:55.244+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"55 Fruit St, West End, MA 02114",55,Fruit St,02114,West End,1B,8,3,A1,03,09,-71.06877,42.363207
BCS-00066188,2025-08-03 11:57:33.652+00,2025-08-03 13:00:08+00,2025-08-06 11:57:33.652+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,ONTIME,Call,"18-22 Arboretum Rd, Jamaica Plain, MA 02131",22,Arboretum Rd,02131,Jamaica Plain,2,6,12,E5,19,09,-71.119719,42.295599
BCS-00066201,2025-08-03 13:15:07.065+00,2025-08-03 14:00:05+00,2025-08-06 13:15:07.065+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"15 Cazenove St, South End, MA 02116",15,Cazenove St,02116,South End,1C,2,4,D4,05,14,-71.0728695,42.347169
BCS-00066224,2025-08-03 14:10:26.291+00,2025-08-03 15:00:08+00,2025-08-06 14:10:26.291+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,ONTIME,Call,"10 Gove St, East Boston, MA 02128",10,Gove St,02128,East Boston,9,1,1,A7,01,04,-71.038179,42.372279
BCS-00066231,2025-08-03 14:22:40.835+00,2025-08-03 16:45:08+00,2025-08-06 14:22:40.835+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"599 Old Colony Ave, Dorchester, MA 02125",599,Old Colony Ave,02125,Dorchester,3,3,7,C11,13,07,-71.0523855,42.320619
BCS-00066260,2025-08-03 16:01:04.224+00,2025-08-03 16:45:09+00,2025-08-06 16:01:04.224+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"6 Cummings Rd, Brighton, MA 02135",6,Cummings Rd,02135,Brighton,4,9,11,D14,21,12,-71.1431595,42.340257
BCS-00066269,2025-08-03 16:48:28.992+00,2025-08-05 12:00:02+00,2025-08-06 16:48:28.992+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"125 Brookline Ave, Fenway, MA 02215",125,Brookline Ave,02215,Fenway,10A,8,4,D4,21,01,-71.100396,42.345702
BCS-00066328,2025-08-03 21:54:48.012+00,2025-08-06 19:00:02+00,2025-08-06 21:54:48.012+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"39 Humphreys St, Dorchester, MA 02125",39,Humphreys St,02125,Dorchester,3,3,7,B2,07,10,-71.066799,42.319368
BCS-00066371,2025-08-04 07:44:15.178+00,2025-08-04 09:30:05+00,2025-08-07 07:44:15.178+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"69 Charles St, Beacon Hill, MA 02114",69,Charles St,02114,Beacon Hill,1B,8,3,A1,05,03,-71.0702595,42.358149
BCS-00066397,2025-08-04 08:47:23.408+00,2025-08-04 09:30:08+00,2025-08-07 08:47:23.408+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,ONTIME,Call,"49 Fuller St, Dorchester, MA 02124",49,Fuller St,02124,Dorchester,7A,4,8,C11,17,11,-71.0675415,42.283359
BCS-00066404,2025-08-04 08:54:01.727+00,2025-08-04 14:30:06+00,2025-08-07 08:54:01.727+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"21 Rosselerin Rd, Dorchester, MA 02122",21,Rosselerin Rd,02122,Dorchester,7A,3,8,C11,16,07,-71.054622,42.291972
BCS-00066475,2025-08-04 09:52:10.27+00,2025-08-04 17:45:02+00,2025-08-07 09:52:10.27+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"17 Magnolia Sq, Dorchester, MA 02125",17,Magnolia Sq,02125,Dorchester,3,7,7,B2,13,04,-71.0725185,42.315408
BCS-00066546,2025-08-04 10:50:13.879+00,2025-08-06 07:00:01+00,2025-08-07 10:50:13.879+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"10 Sackville St, Charlestown, MA 02129",10,Sackville St,02129,Charlestown,1A,1,3,A15,02,06,-71.0651385,42.380829
BCS-00066733,2025-08-04 13:26:09.711+00,2025-09-28 16:15:09+00,2025-08-07 13:26:09.711+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"455-475 Columbus Ave, South End, MA 02116",455,Columbus Ave,02116,South End,1C,2,4,D4,04,03,-71.0784135,42.343578
BCS-00066907,2025-08-04 16:00:00.364+00,2025-08-04 19:45:04+00,2025-08-07 16:00:00.364+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"109 Milton Ave, Dorchester, MA 02124",109,Milton Ave,02124,Dorchester,7B,4,8,B3,17,10,-71.0761815,42.281649
BCS-00066937,2025-08-04 16:21:42.662+00,2025-08-05 07:30:04+00,2025-08-07 16:21:42.662+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"36 Elm St, Charlestown, MA 02129",36,Elm St,02129,Charlestown,1A,1,3,A15,02,05,-71.063541,42.377985
BCS-00066998,2025-08-04 19:05:49.866+00,2025-08-05 11:30:04+00,2025-08-07 19:05:49.866+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"86 Kenrick St, Brighton, MA 02135",86,Kenrick St,02135,Brighton,4,9,11,D14,22,08,-71.1663885,42.346359
BCS-00066999,2025-08-04 19:21:36.542+00,2025-08-05 07:30:06+00,2025-08-07 19:21:36.542+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"170 Mount Vernon St, Beacon Hill, MA 02108",170,Mount Vernon St,02108,Beacon Hill,1B,8,3,A1,05,05,-71.0724915,42.357213
BCS-00067016,2025-08-04 20:19:37.407+00,2025-08-06 12:00:03+00,2025-08-07 20:19:37.407+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"145 Dartmouth St, Back Bay, MA 02116",145,Dartmouth St,02116,Back Bay,1C,2,4,D4,04,03,-71.0754525,42.347286
BCS-00067043,2025-08-05 01:58:42.229+00,2025-08-06 19:00:05+00,2025-08-08 01:58:42.229+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"18 Dixwell St 3, Jamaica Plain, MA 02119",18,Dixwell St,02119,Jamaica Plain,2,6,9,E13,11,05,-71.0977,42.31439
BCS-00067044,2025-08-05 02:26:55.494+00,2025-08-05 21:00:02+00,2025-08-08 02:26:55.494+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"718 Morton St, Dorchester, MA 02124",718,Morton St,02124,Dorchester,7B,4,12,B3,14,13,-71.090847,42.284331
BCS-00067054,2025-08-05 06:02:52.118+00,2025-08-05 07:15:10+00,2025-08-08 06:02:52.118+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"1220 Adams St 102, Dorchester, MA 02124",1220,Adams St,02124,Dorchester,7A,3,8,C11,17,13,-71.06738,42.27184
BCS-00067058,2025-08-05 07:27:41.907+00,2025-08-26 07:15:04+00,2025-08-08 07:27:41.907+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"Clarendon St & Massachusetts Tpke W, Back Bay, MA 02116",,,02116,Back Bay,1C,2,4,D4,04,03,-71.0738733,42.34795468
BCS-00067074,2025-08-05 08:15:54.718+00,2025-08-05 10:15:05+00,2025-08-08 08:15:54.718+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"8 Allstate Rd, Dorchester, MA 02125",8,Allstate Rd,02125,Dorchester,3,3,6,C6,07,08,-71.0619255,42.326343
BCS-00067073,2025-08-05 08:17:43.238+00,2025-08-05 12:30:05+00,2025-08-08 08:17:43.238+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"67 Walnut Park, Roxbury, MA 02119",67,Walnut Park,02119,Roxbury,10B,6,9,E13,11,05,-71.0953965,42.314823
BCS-00067086,2025-08-05 08:37:50.892+00,2025-08-06 07:00:08+00,2025-08-08 08:37:50.892+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"50 Union St, Downtown, MA 02108",50,Union St,02108,Downtown,1B,1,3,A1,03,06,-71.057268,42.36129
BCS-00067095,2025-08-05 08:53:45.649+00,2025-08-05 18:15:03+00,2025-08-08 08:53:45.649+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"6 Ellis St, Roxbury, MA 02119",6,Ellis St,02119,Roxbury,10B,7,9,B2,11,02,-71.092062,42.323076
BCS-00067217,2025-08-05 11:04:44.611+00,2025-11-19 12:15:01+00,2025-08-08 11:04:44.611+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"22 Common St, Charlestown, MA 02129",22,Common St,02129,Charlestown,1A,1,3,A15,02,03,-71.0595855,42.374097
BCS-00067405,2025-08-05 14:29:09.337+00,2025-08-06 08:30:05+00,2025-08-08 14:29:09.337+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"Fruit St & Charles St, West End, MA 02114",,,02114,West End,1B,8,3,A1,03,09,-71.070669,42.362523
BCS-00067481,2025-08-05 15:37:05.771+00,2025-08-14 09:24:31+00,2025-08-08 15:37:05.771+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"3 Kendall St, Roxbury, MA 02118",3,Kendall St,02118,Roxbury,10B,7,4,D4,09,03,-71.0809797,42.33497749
BCS-00067574,2025-08-05 17:52:50.65+00,2025-08-05 18:45:05+00,2025-08-08 17:52:50.65+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"246 Border St, East Boston, MA 02128",246,Border St,02128,East Boston,9,1,1,A7,01,06,-71.040258,42.37668
BCS-00067596,2025-08-05 19:03:34.464+00,2025-08-05 20:45:06+00,2025-08-08 19:03:34.464+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"74 Tonawanda St, Dorchester, MA 02124",74,Tonawanda St,02124,Dorchester,3,4,7,C11,17,02,-71.0680095,42.298272
BCS-00067598,2025-08-05 19:08:52.767+00,2025-08-06 15:15:07+00,2025-08-08 19:08:52.767+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"385 Park St, Dorchester, MA 02124",385,Park St,02124,Dorchester,7A,4,7,C11,17,03,-71.0699715,42.296247
BCS-00067610,2025-08-05 19:59:46.459+00,2025-08-06 15:00:08+00,2025-08-08 19:59:46.459+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"95 Dale St, Roxbury, MA 02119",95,Dale St,02119,Roxbury,10B,7,9,B2,12,03,-71.087643,42.322266
BCS-00067637,2025-08-05 23:38:24.313+00,2025-08-06 00:45:06+00,2025-08-08 23:38:24.313+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"32 Robinwood Ave, Jamaica Plain, MA 02130",32,Robinwood Ave,02130,Jamaica Plain,2,6,9,E13,19,04,-71.1118305,42.316533
BCS-00067639,2025-08-06 03:52:23.156+00,2025-08-06 13:30:07+00,2025-08-09 03:52:23.156+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"82 Walworth St, Roslindale, MA 02131",82,Walworth St,02131,Roslindale,6B,5,10,E5,20,02,-71.1372825,42.284673
